year,month,day,gender,births,Decade
1973,3,10.0,F,4073,1970
1973,3,10.0,M,4142,1970
1973,3,11.0,F,3805,1970
1973,3,11.0,M,3870,1970
1973,3,12.0,F,4466,1970
1973,3,12.0,M,4725,1970
1973,3,13.0,F,4523,1970
1973,3,13.0,M,4888,1970
1973,3,14.0,F,4430,1970
1973,3,14.0,M,4483,1970
1973,3,15.0,F,4423,1970
1973,3,15.0,M,4669,1970
1973,3,16.0,F,4393,1970
1973,3,16.0,M,4506,1970
1973,3,17.0,F,3919,1970
1973,3,17.0,M,4141,1970
1973,3,18.0,F,3644,1970
1973,3,18.0,M,3929,1970
1973,3,19.0,F,4250,1970
1973,3,19.0,M,4478,1970
1973,3,20.0,F,4330,1970
1973,3,20.0,M,4722,1970
1973,3,21.0,F,4321,1970
1973,3,21.0,M,4476,1970
1973,3,22.0,F,4314,1970
1973,3,22.0,M,4490,1970
1973,3,23.0,F,4263,1970
1973,3,23.0,M,4707,1970
1973,3,24.0,F,3929,1970
1973,3,24.0,M,3919,1970
1973,3,25.0,F,3807,1970
1973,3,25.0,M,3796,1970
1973,3,26.0,F,4264,1970
1973,3,26.0,M,4704,1970
1973,3,27.0,F,4493,1970
1973,3,27.0,M,4617,1970
1973,3,28.0,F,4320,1970
1973,3,28.0,M,4432,1970
1973,3,29.0,F,4308,1970
1973,3,29.0,M,4528,1970
1973,3,30.0,F,4321,1970
1973,3,30.0,M,4598,1970
1973,3,31.0,F,3810,1970
1973,3,31.0,M,4077,1970
1973,3,99.0,F,12,1970
1973,3,99.0,M,12,1970
1973,4,1.0,F,3709,1970
1973,4,1.0,M,3786,1970
1973,4,2.0,F,4328,1970
1973,4,2.0,M,4578,1970
1973,4,3.0,F,4284,1970
1973,4,3.0,M,4751,1970
1973,4,4.0,F,4206,1970
1973,4,4.0,M,4560,1970
1973,4,5.0,F,4100,1970
1973,4,5.0,M,4407,1970
1973,4,6.0,F,4243,1970
1973,4,6.0,M,4372,1970
1973,4,7.0,F,3932,1970
1973,4,7.0,M,4128,1970
1973,4,8.0,F,3612,1970
1973,4,8.0,M,3743,1970
1973,4,9.0,F,4160,1970
1973,4,9.0,M,4289,1970
1973,4,10.0,F,4378,1970
1973,4,10.0,M,4465,1970
1973,4,11.0,F,4295,1970
1973,4,11.0,M,4486,1970
1973,4,12.0,F,4154,1970
1973,4,12.0,M,4459,1970
1973,4,13.0,F,4111,1970
1973,4,13.0,M,4505,1970
1973,4,14.0,F,3763,1970
1973,4,14.0,M,3682,1970
1973,4,15.0,F,3468,1970
1973,4,15.0,M,3699,1970
1973,4,16.0,F,4212,1970
1973,4,16.0,M,4447,1970
1973,4,17.0,F,4449,1970
1973,4,17.0,M,4468,1970
1973,4,18.0,F,4325,1970
1973,4,18.0,M,4566,1970
1973,4,19.0,F,4279,1970
1973,4,19.0,M,4393,1970
1973,4,20.0,F,4020,1970
1973,4,20.0,M,4520,1970
1973,4,21.0,F,3663,1970
1973,4,21.0,M,3916,1970
1973,4,22.0,F,3323,1970
1973,4,22.0,M,3631,1970
1973,4,23.0,F,4112,1970
1973,4,23.0,M,4260,1970
1973,4,24.0,F,4162,1970
1973,4,24.0,M,4595,1970
1973,4,25.0,F,4060,1970
1973,4,25.0,M,4292,1970
1973,4,26.0,F,4175,1970
1973,4,26.0,M,4333,1970
1973,4,27.0,F,4132,1970
1973,4,27.0,M,4405,1970
1973,4,28.0,F,3612,1970
1973,4,28.0,M,3778,1970
1973,4,29.0,F,3249,1970
1973,4,29.0,M,3508,1970
1973,4,30.0,F,4131,1970
1973,4,30.0,M,4383,1970
1973,4,31.0,M,2,1970
1973,4,99.0,F,16,1970
1973,4,99.0,M,12,1970
1973,5,1.0,F,4370,1970
1973,5,1.0,M,4476,1970
1973,5,2.0,F,3971,1970
1973,5,2.0,M,4530,1970
1973,5,3.0,F,4122,1970
1973,5,3.0,M,4199,1970
1973,5,4.0,F,3980,1970
1973,5,4.0,M,4316,1970
1973,5,5.0,F,3558,1970
1973,5,5.0,M,3988,1970
1973,5,6.0,F,3378,1970
1973,5,6.0,M,3514,1970
1973,5,7.0,F,4038,1970
1973,5,7.0,M,4236,1970
1973,5,8.0,F,4423,1970
1973,5,8.0,M,4557,1970
1973,5,9.0,F,4338,1970
1973,5,9.0,M,4288,1970
1973,5,10.0,F,4012,1970
1973,5,10.0,M,4426,1970
1973,5,11.0,F,4202,1970
1973,5,11.0,M,4417,1970
1973,5,12.0,F,3790,1970
1973,5,12.0,M,3649,1970
1973,5,13.0,F,3550,1970
1973,5,13.0,M,3439,1970
1973,5,14.0,F,3985,1970
1973,5,14.0,M,4251,1970
1973,5,15.0,F,4311,1970
1973,5,15.0,M,4465,1970
1973,5,16.0,F,4127,1970
1973,5,16.0,M,4418,1970
1973,5,17.0,F,4136,1970
1973,5,17.0,M,4413,1970
1973,5,18.0,F,4100,1970
1973,5,18.0,M,4484,1970
1973,5,19.0,F,3674,1970
1973,5,19.0,M,4025,1970
1973,5,20.0,F,3548,1970
1973,5,20.0,M,3617,1970
1973,5,21.0,F,4222,1970
1973,5,21.0,M,4439,1970
1973,5,22.0,F,4230,1970
1973,5,22.0,M,4537,1970
1973,5,23.0,F,4182,1970
1973,5,23.0,M,4324,1970
1973,5,24.0,F,4043,1970
1973,5,24.0,M,4386,1970
1973,5,25.0,F,4380,1970
1973,5,25.0,M,4717,1970
1973,5,26.0,F,3624,1970
1973,5,26.0,M,4084,1970
1973,5,27.0,F,3540,1970
1973,5,27.0,M,3639,1970
1973,5,28.0,F,3517,1970
1973,5,28.0,M,3786,1970
1973,5,29.0,F,4293,1970
1973,5,29.0,M,4616,1970
1973,5,30.0,F,4176,1970
1973,5,30.0,M,4609,1970
1973,5,31.0,F,4231,1970
1973,5,31.0,M,4357,1970
1973,5,99.0,F,10,1970
1973,5,99.0,M,4,1970
1973,6,1.0,F,4353,1970
1973,6,1.0,M,4502,1970
1973,6,2.0,F,3777,1970
1973,6,2.0,M,4069,1970
1973,6,3.0,F,3482,1970
1973,6,3.0,M,3727,1970
1973,6,4.0,F,4220,1970
1973,6,4.0,M,4285,1970
1973,6,5.0,F,4280,1970
1973,6,5.0,M,4618,1970
1973,6,6.0,F,4160,1970
1973,6,6.0,M,4546,1970
1973,6,7.0,F,4244,1970
1973,6,7.0,M,4542,1970
1973,6,8.0,F,4131,1970
1973,6,8.0,M,4670,1970
1973,6,9.0,F,3847,1970
1973,6,9.0,M,4083,1970
1973,6,10.0,F,3561,1970
1973,6,10.0,M,3769,1970
1973,6,11.0,F,4203,1970
1973,6,11.0,M,4693,1970
1973,6,12.0,F,4423,1970
1973,6,12.0,M,4603,1970
1973,6,13.0,F,4115,1970
1973,6,13.0,M,4615,1970
1973,6,14.0,F,4197,1970
1973,6,14.0,M,4428,1970
1973,6,15.0,F,4300,1970
1973,6,15.0,M,4522,1970
1973,6,16.0,F,3908,1970
1973,6,16.0,M,4117,1970
1973,6,17.0,F,3617,1970
1973,6,17.0,M,3788,1970
1973,6,18.0,F,4358,1970
1973,6,18.0,M,4601,1970
1973,6,19.0,F,4357,1970
1973,6,19.0,M,4689,1970
1973,6,20.0,F,4257,1970
1973,6,20.0,M,4445,1970
1973,6,21.0,F,4344,1970
1973,6,21.0,M,4438,1970
1973,6,22.0,F,4337,1970
1973,6,22.0,M,4591,1970
1973,6,23.0,F,3812,1970
1973,6,23.0,M,3970,1970
1973,6,24.0,F,3543,1970
1973,6,24.0,M,3738,1970
1973,6,25.0,F,4228,1970
1973,6,25.0,M,4562,1970
1973,6,26.0,F,4417,1970
1973,6,26.0,M,4664,1970
1973,6,27.0,F,4404,1970
1973,6,27.0,M,4608,1970
1973,6,28.0,F,4314,1970
1973,6,28.0,M,4754,1970
1973,6,29.0,F,4396,1970
1973,6,29.0,M,4612,1970
1973,6,30.0,F,3912,1970
1973,6,30.0,M,4019,1970
1973,6,31.0,F,2,1970
1973,6,31.0,M,6,1970
1973,6,99.0,F,14,1970
1973,6,99.0,M,12,1970
1973,7,1.0,F,3611,1970
1973,7,1.0,M,3950,1970
1973,7,2.0,F,4445,1970
1973,7,2.0,M,4558,1970
1973,7,3.0,F,4686,1970
1973,7,3.0,M,5143,1970
1973,7,4.0,F,3861,1970
1973,7,4.0,M,4049,1970
1973,7,5.0,F,4533,1970
1973,7,5.0,M,4635,1970
1973,7,6.0,F,4576,1970
1973,7,6.0,M,4874,1970
1973,7,7.0,F,3956,1970
1973,7,7.0,M,4396,1970
1973,7,8.0,F,3879,1970
1973,7,8.0,M,3908,1970
1973,7,9.0,F,4623,1970
1973,7,9.0,M,4703,1970
1973,7,10.0,F,4655,1970
1973,7,10.0,M,4972,1970
1973,7,11.0,F,4482,1970
1973,7,11.0,M,4715,1970
1973,7,12.0,F,4284,1970
1973,7,12.0,M,4655,1970
1973,7,13.0,F,4345,1970
1973,7,13.0,M,4683,1970
1973,7,14.0,F,4115,1970
1973,7,14.0,M,4330,1970
1973,7,15.0,F,3640,1970
1973,7,15.0,M,3911,1970
1973,7,16.0,F,4483,1970
1973,7,16.0,M,4607,1970
1973,7,17.0,F,4559,1970
1973,7,17.0,M,5080,1970
1973,7,18.0,F,4335,1970
1973,7,18.0,M,4937,1970
1973,7,19.0,F,4526,1970
1973,7,19.0,M,4764,1970
1973,7,20.0,F,4557,1970
1973,7,20.0,M,4913,1970
1973,7,21.0,F,4009,1970
1973,7,21.0,M,4286,1970
1973,7,22.0,F,3917,1970
1973,7,22.0,M,3727,1970
1973,7,23.0,F,4574,1970
1973,7,23.0,M,4662,1970
1973,7,24.0,F,4484,1970
1973,7,24.0,M,4966,1970
1973,7,25.0,F,4665,1970
1973,7,25.0,M,4828,1970
1973,7,26.0,F,4613,1970
1973,7,26.0,M,4719,1970
1973,7,27.0,F,4618,1970
1973,7,27.0,M,4798,1970
1973,7,28.0,F,4117,1970
1973,7,28.0,M,4307,1970
1973,7,29.0,F,3764,1970
1973,7,29.0,M,3981,1970
1973,7,30.0,F,4502,1970
1973,7,30.0,M,4723,1970
1973,7,31.0,F,4613,1970
1973,7,31.0,M,5089,1970
1973,7,99.0,F,24,1970
1973,7,99.0,M,14,1970
1973,8,1.0,F,4588,1970
1973,8,1.0,M,4849,1970
1973,8,2.0,F,4654,1970
1973,8,2.0,M,4745,1970
1973,8,3.0,F,4613,1970
1973,8,3.0,M,4808,1970
1973,8,4.0,F,4021,1970
1973,8,4.0,M,4074,1970
1973,8,5.0,F,3649,1970
1973,8,5.0,M,3967,1970
1973,8,6.0,F,4598,1970
1973,8,6.0,M,4846,1970
1973,8,7.0,F,4817,1970
1973,8,7.0,M,4953,1970
1973,8,8.0,F,4672,1970
1973,8,8.0,M,4926,1970
1973,8,9.0,F,4521,1970
1973,8,9.0,M,4897,1970
1973,8,10.0,F,4815,1970
1973,8,10.0,M,5014,1970
1973,8,11.0,F,4034,1970
1973,8,11.0,M,4158,1970
1973,8,12.0,F,3939,1970
1973,8,12.0,M,3969,1970
1973,8,13.0,F,4474,1970
1973,8,13.0,M,4734,1970
1973,8,14.0,F,4687,1970
1973,8,14.0,M,5155,1970
1973,8,15.0,F,4608,1970
1973,8,15.0,M,4932,1970
1973,8,16.0,F,4458,1970
1973,8,16.0,M,4825,1970
1973,8,17.0,F,4639,1970
1973,8,17.0,M,4670,1970
1973,8,18.0,F,3988,1970
1973,8,18.0,M,4292,1970
1973,8,19.0,F,3885,1970
1973,8,19.0,M,3896,1970
1973,8,20.0,F,4739,1970
1973,8,20.0,M,4728,1970
1973,8,21.0,F,4750,1970
1973,8,21.0,M,4891,1970
1973,8,22.0,F,4525,1970
1973,8,22.0,M,4892,1970
1973,8,23.0,F,4400,1970
1973,8,23.0,M,4649,1970
1973,8,24.0,F,4580,1970
1973,8,24.0,M,4768,1970
1973,8,25.0,F,4099,1970
1973,8,25.0,M,4221,1970
1973,8,26.0,F,3927,1970
1973,8,26.0,M,4051,1970
1973,8,27.0,F,4627,1970
1973,8,27.0,M,4870,1970
1973,8,28.0,F,4769,1970
1973,8,28.0,M,4932,1970
1973,8,29.0,F,4539,1970
1973,8,29.0,M,4869,1970
1973,8,30.0,F,4635,1970
1973,8,30.0,M,4921,1970
1973,8,31.0,F,4466,1970
1973,8,31.0,M,4925,1970
1973,8,99.0,F,24,1970
1973,8,99.0,M,22,1970
1973,9,1.0,F,4106,1970
1973,9,1.0,M,4294,1970
1973,9,2.0,F,3790,1970
1973,9,2.0,M,3917,1970
1973,9,3.0,F,3815,1970
1973,9,3.0,M,3966,1970
1973,9,4.0,F,4711,1970
1973,9,4.0,M,4803,1970
1973,9,5.0,F,4869,1970
1973,9,5.0,M,5028,1970
1973,9,6.0,F,4475,1970
1973,9,6.0,M,4736,1970
1973,9,7.0,F,4479,1970
1973,9,7.0,M,4938,1970
1973,9,8.0,F,4176,1970
1973,9,8.0,M,4081,1970
1973,9,9.0,F,3922,1970
1973,9,9.0,M,4039,1970
1973,9,10.0,F,4449,1970
1973,9,10.0,M,4716,1970
1973,9,11.0,F,4739,1970
1973,9,11.0,M,4962,1970
1973,9,12.0,F,4540,1970
1973,9,12.0,M,4763,1970
1973,9,13.0,F,4445,1970
1973,9,13.0,M,4661,1970
1973,9,14.0,F,4683,1970
1973,9,14.0,M,4986,1970
1973,9,15.0,F,4172,1970
1973,9,15.0,M,4335,1970
1973,9,16.0,F,3904,1970
1973,9,16.0,M,4090,1970
1973,9,17.0,F,4725,1970
1973,9,17.0,M,4813,1970
1973,9,18.0,F,4733,1970
1973,9,18.0,M,4892,1970
1973,9,19.0,F,4612,1970
1973,9,19.0,M,4752,1970
1973,9,20.0,F,4852,1970
1973,9,20.0,M,4916,1970
1973,9,21.0,F,4737,1970
1973,9,21.0,M,4880,1970
1973,9,22.0,F,4286,1970
1973,9,22.0,M,4445,1970
1973,9,23.0,F,4079,1970
1973,9,23.0,M,4177,1970
1973,9,24.0,F,4847,1970
1973,9,24.0,M,4764,1970
1973,9,25.0,F,4878,1970
1973,9,25.0,M,5211,1970
1973,9,26.0,F,4696,1970
1973,9,26.0,M,5099,1970
1973,9,27.0,F,4715,1970
1973,9,27.0,M,4882,1970
1973,9,28.0,F,4680,1970
1973,9,28.0,M,4867,1970
1973,9,29.0,F,4144,1970
1973,9,29.0,M,4289,1970
1973,9,30.0,F,3940,1970
1973,9,30.0,M,4074,1970
1973,9,31.0,F,4,1970
1973,9,31.0,M,2,1970
1973,9,99.0,F,16,1970
1973,9,99.0,M,8,1970
1973,10,1.0,F,4456,1970
1973,10,1.0,M,4841,1970
1973,10,2.0,F,4794,1970
1973,10,2.0,M,4882,1970
1973,10,3.0,F,4387,1970
1973,10,3.0,M,4682,1970
1973,10,4.0,F,4471,1970
1973,10,4.0,M,4478,1970
1973,10,5.0,F,4400,1970
1973,10,5.0,M,4847,1970
1973,10,6.0,F,3997,1970
1973,10,6.0,M,4177,1970
1973,10,7.0,F,3686,1970
1973,10,7.0,M,3930,1970
1973,10,8.0,F,4488,1970
1973,10,8.0,M,4568,1970
1973,10,9.0,F,4553,1970
1973,10,9.0,M,4756,1970
1973,10,10.0,F,4428,1970
1973,10,10.0,M,4699,1970
1973,10,11.0,F,4342,1970
1973,10,11.0,M,4480,1970
1973,10,12.0,F,4431,1970
1973,10,12.0,M,4497,1970
1973,10,13.0,F,3776,1970
1973,10,13.0,M,4152,1970
1973,10,14.0,F,3585,1970
1973,10,14.0,M,3858,1970
1973,10,15.0,F,4235,1970
1973,10,15.0,M,4588,1970
1973,10,16.0,F,4377,1970
1973,10,16.0,M,4728,1970
1973,10,17.0,F,4224,1970
1973,10,17.0,M,4490,1970
1973,10,18.0,F,4154,1970
1973,10,18.0,M,4548,1970
1973,10,19.0,F,4249,1970
1973,10,19.0,M,4604,1970
1973,10,20.0,F,3739,1970
1973,10,20.0,M,3898,1970
1973,10,21.0,F,3457,1970
1973,10,21.0,M,3589,1970
1973,10,22.0,F,4176,1970
1973,10,22.0,M,4254,1970
1973,10,23.0,F,4498,1970
1973,10,23.0,M,4757,1970
1973,10,24.0,F,4382,1970
1973,10,24.0,M,4423,1970
1973,10,25.0,F,4173,1970
1973,10,25.0,M,4334,1970
1973,10,26.0,F,4326,1970
1973,10,26.0,M,4427,1970
1973,10,27.0,F,3754,1970
1973,10,27.0,M,3992,1970
1973,10,28.0,F,3593,1970
1973,10,28.0,M,3781,1970
1973,10,29.0,F,4077,1970
1973,10,29.0,M,4487,1970
1973,10,30.0,F,4219,1970
1973,10,30.0,M,4509,1970
1973,10,31.0,F,4161,1970
1973,10,31.0,M,4534,1970
1973,10,99.0,F,24,1970
1973,10,99.0,M,14,1970
1973,11,1.0,F,4297,1970
1973,11,1.0,M,4466,1970
1973,11,2.0,F,4195,1970
1973,11,2.0,M,4564,1970
1973,11,3.0,F,3736,1970
1973,11,3.0,M,4005,1970
1973,11,4.0,F,3535,1970
1973,11,4.0,M,3710,1970
1973,11,5.0,F,4143,1970
1973,11,5.0,M,4569,1970
1973,11,6.0,F,4197,1970
1973,11,6.0,M,4411,1970
1973,11,7.0,F,4186,1970
1973,11,7.0,M,4530,1970
1973,11,8.0,F,4249,1970
1973,11,8.0,M,4397,1970
1973,11,9.0,F,4365,1970
1973,11,9.0,M,4632,1970
1973,11,10.0,F,3778,1970
1973,11,10.0,M,4081,1970
1973,11,11.0,F,3580,1970
1973,11,11.0,M,3840,1970
1973,11,12.0,F,4314,1970
1973,11,12.0,M,4370,1970
1973,11,13.0,F,4364,1970
1973,11,13.0,M,4785,1970
1973,11,14.0,F,4393,1970
1973,11,14.0,M,4446,1970
1973,11,15.0,F,4259,1970
1973,11,15.0,M,4462,1970
1973,11,16.0,F,4453,1970
1973,11,16.0,M,4686,1970
1973,11,17.0,F,3856,1970
1973,11,17.0,M,4021,1970
1973,11,18.0,F,3679,1970
1973,11,18.0,M,3741,1970
1973,11,19.0,F,4353,1970
1973,11,19.0,M,4522,1970
1973,11,20.0,F,4430,1970
1973,11,20.0,M,4969,1970
1973,11,21.0,F,4140,1970
1973,11,21.0,M,4456,1970
1973,11,22.0,F,3452,1970
1973,11,22.0,M,3597,1970
1973,11,23.0,F,4055,1970
1973,11,23.0,M,4187,1970
1973,11,24.0,F,3740,1970
1973,11,24.0,M,4020,1970
1973,11,25.0,F,3621,1970
1973,11,25.0,M,3758,1970
1973,11,26.0,F,4426,1970
1973,11,26.0,M,4626,1970
1973,11,27.0,F,4497,1970
1973,11,27.0,M,4848,1970
1973,11,28.0,F,4178,1970
1973,11,28.0,M,4414,1970
1973,11,29.0,F,4124,1970
1973,11,29.0,M,4428,1970
1973,11,30.0,F,4186,1970
1973,11,30.0,M,4404,1970
1973,11,31.0,M,10,1970
1973,11,99.0,F,22,1970
1973,11,99.0,M,22,1970
1973,12,1.0,F,3704,1970
1973,12,1.0,M,3963,1970
1973,12,2.0,F,3570,1970
1973,12,2.0,M,3742,1970
1973,12,3.0,F,4264,1970
1973,12,3.0,M,4475,1970
1973,12,4.0,F,4395,1970
1973,12,4.0,M,4709,1970
1973,12,5.0,F,4254,1970
1973,12,5.0,M,4545,1970
1973,12,6.0,F,4245,1970
1973,12,6.0,M,4404,1970
1973,12,7.0,F,4189,1970
1973,12,7.0,M,4292,1970
1973,12,8.0,F,3720,1970
1973,12,8.0,M,3962,1970
1973,12,9.0,F,3749,1970
1973,12,9.0,M,3707,1970
1973,12,10.0,F,4305,1970
1973,12,10.0,M,4587,1970
1973,12,11.0,F,4359,1970
1973,12,11.0,M,4699,1970
1973,12,12.0,F,4310,1970
1973,12,12.0,M,4484,1970
1973,12,13.0,F,4248,1970
1973,12,13.0,M,4503,1970
1973,12,14.0,F,4552,1970
1973,12,14.0,M,4625,1970
1973,12,15.0,F,3809,1970
1973,12,15.0,M,4012,1970
1973,12,16.0,F,3754,1970
1973,12,16.0,M,3910,1970
1973,12,17.0,F,4610,1970
1973,12,17.0,M,4800,1970
1973,12,18.0,F,4536,1970
1973,12,18.0,M,5000,1970
1973,12,19.0,F,4658,1970
1973,12,19.0,M,4659,1970
1973,12,20.0,F,4428,1970
1973,12,20.0,M,4553,1970
1973,12,21.0,F,4316,1970
1973,12,21.0,M,4615,1970
1973,12,22.0,F,3758,1970
1973,12,22.0,M,3827,1970
1973,12,23.0,F,3393,1970
1973,12,23.0,M,3619,1970
1973,12,24.0,F,3595,1970
1973,12,24.0,M,3705,1970
1973,12,25.0,F,3493,1970
1973,12,25.0,M,3471,1970
1973,12,26.0,F,4023,1970
1973,12,26.0,M,4113,1970
1973,12,27.0,F,4648,1970
1973,12,27.0,M,4861,1970
1973,12,28.0,F,4768,1970
1973,12,28.0,M,5182,1970
1973,12,29.0,F,4166,1970
1973,12,29.0,M,4154,1970
1973,12,30.0,F,3546,1970
1973,12,30.0,M,3819,1970
1973,12,31.0,F,4399,1970
1973,12,31.0,M,4567,1970
1973,12,99.0,F,24,1970
1973,12,99.0,M,20,1970
1974,1,1.0,F,3311,1970
1974,1,1.0,M,3691,1970
1974,1,2.0,F,3798,1970
1974,1,2.0,M,4011,1970
1974,1,3.0,F,4013,1970
1974,1,3.0,M,4364,1970
1974,1,4.0,F,4283,1970
1974,1,4.0,M,4568,1970
1974,1,5.0,F,3809,1970
1974,1,5.0,M,4018,1970
1974,1,6.0,F,3478,1970
1974,1,6.0,M,3615,1970
1974,1,7.0,F,4195,1970
1974,1,7.0,M,4428,1970
1974,1,8.0,F,4484,1970
1974,1,8.0,M,4302,1970
1974,1,9.0,F,4068,1970
1974,1,9.0,M,4278,1970
1974,1,10.0,F,4343,1970
1974,1,10.0,M,4339,1970
1974,1,11.0,F,4410,1970
1974,1,11.0,M,4634,1970
1974,1,12.0,F,3750,1970
1974,1,12.0,M,4019,1970
1974,1,13.0,F,3592,1970
1974,1,13.0,M,3760,1970
1974,1,14.0,F,4266,1970
1974,1,14.0,M,4530,1970
1974,1,15.0,F,4223,1970
1974,1,15.0,M,4716,1970
1974,1,16.0,F,4146,1970
1974,1,16.0,M,4586,1970
1974,1,17.0,F,4276,1970
1974,1,17.0,M,4328,1970
1974,1,18.0,F,4489,1970
1974,1,18.0,M,4482,1970
1974,1,19.0,F,3828,1970
1974,1,19.0,M,3923,1970
1974,1,20.0,F,3592,1970
1974,1,20.0,M,3887,1970
1974,1,21.0,F,4424,1970
1974,1,21.0,M,4634,1970
1974,1,22.0,F,4254,1970
1974,1,22.0,M,4513,1970
1974,1,23.0,F,4184,1970
1974,1,23.0,M,4273,1970
1974,1,24.0,F,4193,1970
1974,1,24.0,M,4499,1970
1974,1,25.0,F,4323,1970
1974,1,25.0,M,4367,1970
1974,1,26.0,F,3800,1970
1974,1,26.0,M,3999,1970
1974,1,27.0,F,3657,1970
1974,1,27.0,M,3884,1970
1974,1,28.0,F,4063,1970
1974,1,28.0,M,4399,1970
1974,1,29.0,F,4349,1970
1974,1,29.0,M,4562,1970
1974,1,30.0,F,4072,1970
1974,1,30.0,M,4367,1970
1974,1,31.0,F,4214,1970
1974,1,31.0,M,4406,1970
1974,1,99.0,F,8,1970
1974,1,99.0,M,20,1970
1974,2,1.0,F,4295,1970
1974,2,1.0,M,4473,1970
1974,2,2.0,F,3830,1970
1974,2,2.0,M,4023,1970
1974,2,3.0,F,3559,1970
1974,2,3.0,M,3873,1970
1974,2,4.0,F,4321,1970
1974,2,4.0,M,4330,1970
1974,2,5.0,F,4337,1970
1974,2,5.0,M,4555,1970
1974,2,6.0,F,4342,1970
1974,2,6.0,M,4450,1970
1974,2,7.0,F,4237,1970
1974,2,7.0,M,4468,1970
1974,2,8.0,F,4332,1970
1974,2,8.0,M,4490,1970
1974,2,9.0,F,3691,1970
1974,2,9.0,M,4001,1970
1974,2,10.0,F,3450,1970
1974,2,10.0,M,3700,1970
1974,2,11.0,F,4345,1970
1974,2,11.0,M,4421,1970
1974,2,12.0,F,4382,1970
1974,2,12.0,M,4542,1970
1974,2,13.0,F,4302,1970
1974,2,13.0,M,4506,1970
1974,2,14.0,F,4215,1970
1974,2,14.0,M,4680,1970
1974,2,15.0,F,4421,1970
1974,2,15.0,M,4613,1970
1974,2,16.0,F,3906,1970
1974,2,16.0,M,4033,1970
1974,2,17.0,F,3637,1970
1974,2,17.0,M,3819,1970
1974,2,18.0,F,4147,1970
1974,2,18.0,M,4490,1970
1974,2,19.0,F,4318,1970
1974,2,19.0,M,4698,1970
1974,2,20.0,F,4417,1970
1974,2,20.0,M,4492,1970
1974,2,21.0,F,4262,1970
1974,2,21.0,M,4486,1970
1974,2,22.0,F,4426,1970
1974,2,22.0,M,4634,1970
1974,2,23.0,F,3986,1970
1974,2,23.0,M,4165,1970
1974,2,24.0,F,3730,1970
1974,2,24.0,M,3828,1970
1974,2,25.0,F,4083,1970
1974,2,25.0,M,4429,1970
1974,2,26.0,F,4365,1970
1974,2,26.0,M,4491,1970
1974,2,27.0,F,4354,1970
1974,2,27.0,M,4356,1970
1974,2,28.0,F,4161,1970
1974,2,28.0,M,4373,1970
1974,2,29.0,F,5,1970
1974,2,29.0,M,2,1970
1974,2,31.0,F,2,1970
1974,2,31.0,M,2,1970
1974,2,99.0,F,12,1970
1974,2,99.0,M,9,1970
1974,3,1.0,F,4327,1970
1974,3,1.0,M,4590,1970
1974,3,2.0,F,4014,1970
1974,3,2.0,M,4069,1970
1974,3,3.0,F,3752,1970
1974,3,3.0,M,3898,1970
1974,3,4.0,F,4372,1970
1974,3,4.0,M,4518,1970
1974,3,5.0,F,4381,1970
1974,3,5.0,M,4889,1970
1974,3,6.0,F,4248,1970
1974,3,6.0,M,4438,1970
1974,3,7.0,F,4241,1970
1974,3,7.0,M,4399,1970
1974,3,8.0,F,4344,1970
1974,3,8.0,M,4620,1970
1974,3,9.0,F,3795,1970
1974,3,9.0,M,4155,1970
1974,3,10.0,F,3636,1970
1974,3,10.0,M,3781,1970
1974,3,11.0,F,4219,1970
1974,3,11.0,M,4618,1970
1974,3,12.0,F,4357,1970
1974,3,12.0,M,4527,1970
1974,3,13.0,F,4107,1970
1974,3,13.0,M,4400,1970
1974,3,14.0,F,4172,1970
1974,3,14.0,M,4230,1970
1974,3,15.0,F,4297,1970
1974,3,15.0,M,4593,1970
1974,3,16.0,F,3843,1970
1974,3,16.0,M,3991,1970
1974,3,17.0,F,3518,1970
1974,3,17.0,M,3708,1970
1974,3,18.0,F,4120,1970
1974,3,18.0,M,4574,1970
1974,3,19.0,F,4335,1970
1974,3,19.0,M,4643,1970
1974,3,20.0,F,4034,1970
1974,3,20.0,M,4421,1970
1974,3,21.0,F,3920,1970
1974,3,21.0,M,4480,1970
1974,3,22.0,F,4194,1970
1974,3,22.0,M,4474,1970
1974,3,23.0,F,3820,1970
1974,3,23.0,M,3953,1970
1974,3,24.0,F,3484,1970
1974,3,24.0,M,3550,1970
1974,3,25.0,F,4172,1970
1974,3,25.0,M,4398,1970
1974,3,26.0,F,4283,1970
1974,3,26.0,M,4473,1970
1974,3,27.0,F,4061,1970
1974,3,27.0,M,4454,1970
1974,3,28.0,F,4139,1970
1974,3,28.0,M,4322,1970
1974,3,29.0,F,4245,1970
1974,3,29.0,M,4394,1970
1974,3,30.0,F,3624,1970
1974,3,30.0,M,3902,1970
1974,3,31.0,F,3538,1970
1974,3,31.0,M,3767,1970
1974,3,99.0,F,6,1970
1974,3,99.0,M,16,1970
1974,4,1.0,F,4233,1970
1974,4,1.0,M,4317,1970
1974,4,2.0,F,4489,1970
1974,4,2.0,M,4659,1970
1974,4,3.0,F,4210,1970
1974,4,3.0,M,4361,1970
1974,4,4.0,F,4194,1970
1974,4,4.0,M,4323,1970
1974,4,5.0,F,4215,1970
1974,4,5.0,M,4441,1970
1974,4,6.0,F,3537,1970
1974,4,6.0,M,3918,1970
1974,4,7.0,F,3393,1970
1974,4,7.0,M,3658,1970
